safe-conduct	เอกสารอนุญาตให้ผ่านได้โดยเฉพาะช่วงสงคราม
violative	ซึ่งฝ่าฝืน
selfishness	ความเห็นแก่ตัว
game away	เล่นไพ่อย่างต่อเนื่องหรือไม่หยุดหย่อน
fall into a trap	ติดกับ
retortation	การตอบกลับ
plight oneself	สัญญาว่าจะแต่งงานกับ (คำโบราณ)
Mafioso	สมุนมาเฟีย
electromagnet	แม่เหล็กไฟฟ้า
qualifiedly	อย่างมีคุณสมบัติเหมาะ
be in accord with	เข้ากันได้ดีกับ
drinkypoo	เครื่องดื่มมีอัลกอฮอล์เล็กน้อย
mountebankery	การหลอกลวง
odontologist	ผู้ศึกษาเกี่ยวกับฟันและโรคฟัน
P.M.	หลังเที่ยง (คำย่อของ post meridiem)
overflight	การบินผ่านบริเวณหนึ่ง (ใช้กับเครื่องบินหรือนก)
washbowl	อ่างล้างหน้า
pet2	มีอารมณ์เสีย
combat	ต่อสู้
race against	วิ่งเร็วกว่า
terribly	อย่างเลวร้าย
leisurely	อย่างไม่รีบร้อน
inexhaustible	ซึ่งไม่รู้จักหมด
choke off	ดุด่า (คำไม่เป็นทางการ)
set by1	วางไว้ด้านข้าง
megalopolis	มหานคร
withered	ซึ่งเหี่ยวแห้ง
impact	ส่งผลกระทบ
work with	ทำงานกับ
vigesimal	เกี่ยวกับยี่สิบ
meandrous	ซึ่งวกเวียน
Tel Aviv	กรุงเทลอะวีฟเป็นเมืองท่าของประเทศอิสราเอล
-phile	ผู้รัก
bourgeoisie	ชนชั้นกลางของสังคม
neophyte	พระฝึกหัด
pryer	ผู้อยากรู้อยากเห็น
contractile	ที่หดตัวได้
swindle sheet	สมุดบัญชี
Springfield	เมืองของรัฐอิลลินอยด์
verism	หลักการยึดถือความจริง (ทางวรรณคดี)
scuttle2	ภาชนะมีหูจับสำหรับใส่ถ่านหินในเตาผิง
great divide	การหย่าร้าง
unimpeachable	ที่ไม่สามารถกล่าวหาได้
dispute about	ขัดแย้งกันในเรื่อง
snout	ส่วนที่ยื่นออกไปด้านหน้า
cramp2	เหล็กคีบ
side street	ทางที่แยกจากถนนใหญ่
reincarnation	การกลับชาติมาเกิดใหม่
serf	ทาสติดที่ดิน
voicedness	การมีเสียงก้อง
newborn	เด็กแรกเกิด
dining room	ห้องอาหาร
pump out	เค้น
master's degree	ปริญญาโท
nervous Nellie	คนประสาท
sewer2	ผู้เย็บ
knock up	ทำให้ผู้หญิงตั้งครรภ์ (คำสแลง)
farsighted	ซึ่งมองการณ์ไกล
tie in	สอดคล้องกัน
souffle	เสียงปอดที่ฟังได้ผ่านหูฟังของแพทย์
spot on	ถูกต้อง
toffee	ลูกอม
Edinburgh	เมืองเอดินเบิร์ก (เมืองหลวงของสกอตแลนด์)
lexicon	ศัพท์เฉพาะสาขา
southern	ในทางภาคใต้
oxymoron	คำพูดหรือวลีทมาจากการนำคำความหมายตรงข้ามกันมารวมกัน
owing to	เนื่องจาก
Join the Club!	เหมือนกันเลย (คำไม่เป็นทางการ) (ใช้เมื่อคนที่ถูกพูดถึงประสบปัญหาเหมือนกัน)
showpiece	ตัวอย่างที่ดีที่สุด
roundel	วัตถุทรงกลมสำหรับตกแต่ง
lament over	คร่ำครวญเกี่ยวกับ
nawab	คนร่ำรวย
pumpkin	ไวน์ชนิดหนึ่ง
great-grandfather	ปู่ทวด
strive with	ต่อสู้กับ
obduracy	ความดื้อดึง
anaemia	ภาวะโลหิตจาง (สาเหตุจากการเจ็บป่วยหรือความอ่อนแอ)
summer school	โรงเรียนฤดูร้อน
deforestation	การตัดไม้ทำลายป่า
jaundice	โรคดีซ่าน
fundamentally	โดยเป็นรากฐาน
piss-easy	สิ่งที่ง่ายมาก
cuisine	ฝีมือการทำอาหาร
inflexible	ซึ่งไม่ยืดหยุ่น
vacancy	การขาดความคิด
sit upon	มีผลต่อ
unceremoniously	อย่างเป็นกันเอง
ceremonious	โอ่อ่า
modal verb	คำกริยาช่วย
skateboard	กระดานเล่นสเก็ตซึ่งมีล้อเล็กๆ ช่วยให้เคลื่อนที่
predicate	มีนัยว่า
ring out the old year	สั่นระฆังบอกสัญญาณหมดปีเก่า
ship out	ทำงานเป็นกะลาสี
woodenhead	คนโง่ (คำไม่เป็นทางการ)
pay up	จ่ายหนี้สินให้หมด
perorative	ซึ่งใช้ภาษาหรูหราและฟุ่มเฟือย
scathing	เสียดแทง (คำพูด)
